scaffold,coverage,stdev
105,25.626,7.67487
106,43.6908,23.4983
107,136.528,32.0069
108,21.4093,7.35474
109,170.464,50.4532
110,16.6573,7.22216
111,114.022,49.5265
112,64.2514,43.5567
113,41.2626,14.7162
114,36.6615,14.125
115,20.5312,6.03162
116,28.3797,8.51698
117,27.424,32.5257
118,49.8347,14.1609
119,47.8026,17.7677
120,46.5656,12.5623
121,55.2561,20.6955
122,21.7351,13.4546
123,23.2962,8.22581
124,48.8256,15.028
125,125.616,39.0471
126,37.1297,14.5183
127,118.202,43.8054
128,20.8092,7.01546
129,53.5463,13.198
130,21.0433,6.52113
131,16.0184,5.65973
132,37.6963,21.7512
133,22.9574,8.70927
134,25.4767,7.41005
135,43.6275,22.5674
136,134.829,27.7593
137,19.9176,6.28437
138,35.4957,13.3191
139,48.7869,13.9494
140,18.7937,5.88145
141,33.2035,14.2174
142,20.1174,8.31443
143,44.3112,16.0981
144,19.5959,6.83338
145,57.3184,14.5786
146,53.43,18.2382
147,595.229,150.89
148,25.6991,12.4574
149,34.4366,8.78357
150,13.8182,5.57324
151,22.5766,7.37743
152,271.487,177.949
153,93.0337,54.628
154,14.8988,5.8757
155,28.7155,7.91172
156,15.9705,5.80529
157,21.8624,7.00438
158,17.938,7.51649
159,25.4469,10.2752
160,24.2452,6.9964
161,25.0592,16.161
162,133.3,49.3478
163,24.1372,7.37023
164,25.7173,8.10662
165,53.3688,19.1053
166,19.4436,6.36517
167,129.933,79.7044
168,74.1814,79.2934
169,15.3929,5.82186
170,87.1181,25.8653
171,17.1341,6.27009
172,20.6605,6.77605
173,22.7406,6.83221
174,48.4034,13.5001
175,45.5838,33.6059
176,44.2777,80.9008
177,14.3653,6.17491
178,16.337,14.0042
179,24.6765,10.0941
180,71.101,27.2901
181,18.5015,7.47028
182,27.8136,8.42357
183,64.0103,71.7368
184,20.7346,6.49333
185,58.0372,27.2189
186,55.5857,40.8416
187,20.1491,6.23044
188,39.7971,18.4078
189,127.902,34.1624
190,19.8352,5.97547
191,23.9759,10.5573
192,104.948,42.266
193,16.4592,5.50609
194,16.0563,5.5625
195,52.1769,87.3068
196,50.7707,28.9299
197,41.3988,16.5046
198,20.8386,6.57124
199,100.475,25.4287
200,105.452,35.3838
201,128.355,50.4478
202,48.7541,13.0586
203,20.8014,10.4475
204,40.521,16.4967
205,35.8151,14.1051
206,48.1238,20.2155
207,45.0251,20.9973
208,23.1351,7.72647
209,208.265,55.9072
210,121.869,33.5424
211,114.217,39.0769
212,36.6633,15.7961
213,49.2092,19.1132
214,62.5065,28.8843
215,47.7072,12.2328
216,59.4181,34.589
217,44.3519,23.4608
218,16.9892,5.7726
219,46.7153,50.8572
220,29.5548,7.50157
221,45.7541,16.2007
222,277.518,137.514
223,54.7127,20.4975
224,24.7542,7.687
225,42.0641,17.9764
226,127.532,35.5709
227,59.4969,69.5719
228,50.6575,18.6782
229,36.8816,22.1085
230,135.363,77.1868
231,27.1978,18.2825
232,25.0584,8.15299
233,34.6432,9.24807
234,40.6259,14.4988
235,113.579,27.2352
236,40.3653,12.3431
237,14.7603,5.30713
238,42.3346,13.9176
239,45.7963,17.208
240,52.6132,18.2456
241,45.5902,13.4731
242,18.8952,7.0883
243,39.6576,20.0227
244,47.3879,14.6454
245,21.2501,6.03624
246,140.724,89.5302
247,101.753,53.7132
248,115.697,38.7222
249,43.4647,19.1595
250,106.746,65.6245
251,20.8971,6.46102
252,33.6627,13.19
253,36.3966,15.5029
254,14.3612,5.94736
255,23.3393,6.4588
256,15.2962,6.64767
257,21.1493,30.5173
258,131.952,43.9248
259,50.0173,11.259
260,18.1307,7.54556
261,42.246,15.8487
262,135.968,39.3226
263,38.2768,26.5926
264,3.65751,2.33821
265,22.1248,7.02933
266,138.822,66.5263
267,41.1994,21.4283
268,20.0491,6.02696
269,23.8568,7.39811
270,24.1652,10.6888
271,37.4299,16.6912
272,50.5973,12.9397
273,43.94,15.5718
274,36.1872,13.9407
275,51.7446,23.633
276,140.731,32.8416
277,17.7235,6.44868
278,43.8179,16.0606
279,107.037,76.7361
280,107.023,31.7718
281,22.0061,10.0196
282,133.074,37.3014
283,32.6905,8.18743
284,43.4148,10.8974
285,45.2376,14.5805
286,32.3197,14.1083
287,23.4142,6.75959
288,56.256,58.3484
289,44.3518,18.6621
290,10.1203,7.61188
291,54.4073,23.8286
292,21.6765,6.74677
293,13.7738,4.87021
294,49.0885,45.1381
295,31.0375,8.606
296,27.1977,6.69525
297,23.139,6.83702
298,32.5826,14.7511
299,26.4548,6.60348
300,146.17,63.9875
301,60.7464,69.3978
302,51.4029,13.7324
303,49.1172,13.2584
304,24.1502,7.42477
305,49.1388,16.3507
306,22.3859,8.80273
307,23.1535,6.54597
308,39.4354,14.7749
309,49.1327,14.2387
310,13.7105,5.64988
311,36.8987,15.3585
312,43.1911,16.3877
313,113.532,48.5251
314,42.6869,14.6388
315,48.8459,11.904
316,246.29,133.335
317,25.5441,10.7249
318,57.254,64.3907
319,41.5016,9.84289
320,119.261,43.0288
321,39.2276,16.8849
322,22.1761,7.7072
323,44.0157,65.1311
324,45.3079,10.809
325,25.2373,6.94033
326,18.5567,16.7418
327,39.8399,13.998
328,17.2906,5.66186
329,30.5551,13.0005
330,13.9498,6.46304
331,18.3968,6.13697
332,30.5312,15.7753
333,39.4701,16.6339
334,14.1134,5.25625
335,18.0236,5.51109
336,44.9627,12.0742
337,51.432,38.668
338,51.8742,13.1359
339,25.6253,7.05891
340,21.0027,6.58767
341,45.3614,14.1087
342,22.1266,8.29794
343,27.8797,8.2925
344,30.7326,8.54683
345,51.8719,13.5428
346,48.9948,21.9281
347,112.677,37.1133
348,46.1725,12.1241
349,24.9176,10.0909
350,15.7538,6.55536
351,54.8597,14.7292
352,14.9828,11.6189
353,58.3707,63.3229
354,11.5409,36.5566
355,47.8897,20.3976
356,41.4446,11.7295
357,4.38872,3.14882
358,121.893,395.487
359,17.9373,9.08602
360,65.7854,90.7502
361,186.087,438.657
362,14.8188,5.81566
363,127.651,41.9795
364,38.2077,16.9597
365,42.4141,10.5529
366,17.3838,7.07693
367,35.4605,22.5985
368,44.5814,14.8686
369,141.083,73.6702
370,21.8738,6.49024
371,31.2831,7.52003
372,20.3967,6.78636
373,46.413,15.304
374,52.3607,24.6905
375,32.3153,10.6647
376,148.694,73.3562
377,17.5963,8.82378
378,41.0993,13.0566
379,54.4456,32.2842
380,49.0665,14.8162
381,109.52,39.4817
382,50.1153,14.1737
383,46.4352,11.6553
384,8.65852,4.38212
385,99.133,140.592
386,35.3298,9.07712
387,21.51,6.04335
388,16.972,6.99464
389,47.1563,11.2156
390,55.0279,29.5461
391,21.7054,6.26811
392,18.7259,9.60862
393,18.6449,9.50915
394,16.7084,5.96389
395,18.3186,6.62858
396,17.9404,20.239
397,16.0377,7.28316
398,31.9212,8.11784
399,21.623,8.08315
400,28.278,8.79197
401,44.1961,15.1934
402,7.89863,4.14506
403,47.5368,45.9208
404,37.2083,9.13506
405,23.8275,7.29036
406,3.58491,2.61371
407,13.6497,5.22037
408,20.7194,4.20338
409,38.3981,15.9523
410,47.371,20.9719
411,20.9843,6.28412
412,12.7392,4.97127
413,84.6317,25.4407
414,55.3905,13.0497
415,19.2881,7.64929
416,38.9506,13.7905
417,27.1492,8.06537
