scaffold,coverage,stdev
205,24.6689,9.4389
206,34.4389,13.8621
207,30.497,12.2829
208,14.2359,5.57621
209,62.6258,16.8782
210,30.1916,10.3867
211,29.2265,11.1564
212,24.9651,9.55225
213,29.8508,10.4645
214,20.0652,10.5122
215,16.6802,5.4201
216,18.5911,10.2499
217,28.1139,13.1654
218,17.8906,6.38855
219,32.6612,29.3583
220,14.4538,4.33436
221,29.2625,9.70022
222,23.1099,12.7759
223,12.7976,6.58661
224,12.4666,4.53042
225,27.4953,11.4971
226,28.691,8.76041
227,21.1387,23.9978
228,17.1365,7.91298
229,11.7201,5.71989
230,30.7062,15.3712
231,13.6709,8.20956
232,6.07873,2.85343
233,36.4306,9.12999
234,27.8874,8.51237
235,26.4475,7.80844
236,27.8251,9.14947
237,28.5931,7.78902
238,18.5268,7.34034
239,15.7823,6.43806
240,18.6368,7.38591
241,182.071,40.9145
242,11.2668,4.51117
243,24.0572,12.9537
244,16.4836,6.23769
245,11.959,4.54026
246,31.6583,19.0928
247,23.3918,12.377
248,27.1657,9.23557
249,28.9656,12.1297
250,24.7077,14.8927
251,11.9366,4.64699
252,23.7926,8.19816
253,24.3906,9.79691
254,15.7724,6.18423
255,20.3693,5.69581
256,28.789,6.53018
257,29.518,14.5632
258,31.5778,10.9976
259,12.3309,4.60027
260,16.7456,8.36753
261,27.5164,9.27053
262,31.0372,8.99908
263,32.4063,23.9938
264,28.3718,7.73091
265,13.2386,4.77608
266,30.3212,14.7389
267,17.3944,7.70257
268,18.6747,5.28784
269,24.421,6.58336
270,13.0656,6.26847
271,16.1776,9.89608
272,11.947,5.21358
273,28.5526,9.16118
274,14.531,5.60247
275,13.0122,5.84966
276,33.1073,9.89722
277,18.6649,6.31745
278,28.7979,9.45374
279,25.1951,17.3383
280,34.2689,11.0145
281,11.8684,5.96787
282,31.0989,9.62972
283,37.8881,8.88369
284,17.1252,5.17746
285,10.2259,4.62307
286,23.2869,9.42137
287,21.8408,6.24494
288,12.9992,11.8127
289,28.51,10.0605
290,9.64646,6.25922
291,19.0747,11.7982
292,28.0826,7.8478
293,25.6127,7.21669
294,31.0512,26.2926
295,35.3514,8.75128
296,14.4425,5.11385
297,13.7293,4.6785
298,21.8171,9.84693
299,14.0239,4.70025
300,57.0492,28.2127
301,16.0963,18.081
302,12.2647,5.25644
303,17.8278,6.02919
304,13.7479,5.30517
305,16.6367,6.04977
306,13.9362,5.50747
307,22.4409,6.17132
308,26.5081,9.60342
309,16.8579,6.34758
310,26.1612,8.84229
311,24.942,9.35445
312,29.0832,9.69922
313,26.7749,11.496
314,15.5038,6.35565
315,11.4433,4.31335
316,51.863,27.4341
317,13.3082,6.41304
318,13.1366,14.5378
319,10.9991,3.95907
320,25.8274,9.99578
321,26.0685,9.86639
322,13.4653,4.86084
323,18.3895,18.2974
324,11.7497,4.21673
325,11.8682,4.56547
326,16.4017,13.3169
327,26.7789,8.74861
328,31.2818,8.30511
329,21.9326,8.51215
330,14.924,8.28917
331,18.5276,6.10264
332,13.1287,6.97263
333,25.3745,10.6584
334,25.9714,8.46519
335,19.2591,5.99671
336,16.984,5.62806
337,34.4092,25.1459
338,17.2679,5.30185
339,13.5758,4.2152
340,12.2356,4.94452
341,16.9199,5.75624
342,13.8854,5.86513
343,24.6328,7.1771
344,33.1213,7.66039
345,11.2665,4.49002
346,54.8735,24.0953
347,27.0529,8.92889
348,16.3308,5.85387
349,7.10718,3.98264
350,30.0668,8.56804
351,12.2097,4.46194
352,16.9285,15.1873
353,54.8637,47.4856
354,3.52295,10.8146
355,17.2431,7.44621
356,16.1509,5.27614
357,4.10295,2.40839
358,41.5307,125.348
359,19.4178,8.14594
360,23.3191,34.0934
361,65.4283,157.32
362,27.477,7.16491
363,30.4859,10.823
364,26.5216,9.93041
365,10.2724,4.71475
366,32.24,9.56431
367,43.3321,24.0684
368,28.9136,8.36317
369,32.0405,14.956
370,11.9306,4.11738
371,26.7914,6.9157
372,20.0845,5.76808
373,29.9066,8.54706
374,11.9704,6.79732
375,11.7667,4.29965
376,41.2575,19.9645
377,3.32955,1.91903
378,27.6999,7.62097
379,12.3445,8.95356
380,16.2134,6.08443
381,26.5998,9.99081
382,17.4186,6.17095
383,11.096,4.05524
384,27.7191,8.07747
385,46.6134,67.5611
386,38.9692,9.93202
387,12.68,4.11471
388,31.1533,10.3883
389,10.547,4.18859
390,21.8564,11.1881
391,12.5609,4.66846
392,23.3428,11.4861
393,24.4313,10.1917
394,30.186,7.93453
395,15.5902,6.70552
396,16.62,11.727
397,30.4476,9.19996
398,36.6435,8.05472
399,17.941,5.96392
400,7.8582,3.2155
401,28.1858,9.88661
402,3.9379,2.46024
403,17.0304,15.6911
404,39.4612,8.80725
405,10.8468,4.02353
406,3.6566,2.62049
407,5.85393,2.88205
408,44.5889,6.27135
409,25.5988,9.42641
410,17.2425,7.34204
411,12.7002,4.84959
412,10.4526,4.09018
413,40.7488,12.4547
414,12.9381,4.46235
415,18.3324,6.73665
416,27.0621,9.99039
417,25.9425,6.82841
