scaffold,coverage,stdev
359,8.17118,4.59023
360,47.2788,68.0121
361,132.076,308.717
362,22.6211,6.62396
363,113.036,36.4602
364,27.7605,12.5396
365,23.681,7.66632
366,26.4417,9.11429
367,43.0866,24.536
368,33.3099,11.3501
369,125.595,64.4312
370,11.0014,4.50943
371,59.1027,12.2049
372,13.9609,4.97948
373,33.4739,10.0125
374,26.8436,11.5073
375,15.0351,6.52643
376,89.2986,47.8666
377,8.48565,4.83271
378,30.3119,9.50892
379,27.0261,17.332
380,35.5713,11.2449
381,97.6686,34.356
382,36.7954,10.9319
383,25.2927,7.64981
384,5.81341,3.43414
385,69.3442,99.1148
386,59.864,14.3304
387,10.7053,4.19628
388,26.8999,9.87212
389,26.2634,7.3757
390,39.7124,20.5558
391,10.3347,4.29752
392,25.2578,11.9638
393,27.6637,13.7445
394,25.5481,7.69857
395,11.1282,4.81097
396,9.83697,11.0501
397,25.7179,10.2245
398,56.1449,11.0589
399,11.3567,4.81845
400,15.8958,6.00457
401,33.7259,12.9089
402,4.46301,4.24805
403,33.6322,32.7
404,62.3147,13.9269
405,18.5868,5.88923
406,3.44528,2.50242
407,6.43484,3.59217
408,19.4781,5.54491
409,29.0946,12.2315
410,32.3804,14.6658
411,11.0212,4.45393
412,6.49651,3.38572
413,42.6772,13.7137
414,29.1108,8.02835
415,13.641,5.53037
416,30.6364,11.9807
417,55.4443,12.8726
